fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.03,0.391,0.26,1.55,0.03,14.2,63.2,1.0003,3.67,0.7,12.12,6
8.34,0.558,0.327,1.45,0.043,4.8,47.9,0.9963,3.27,0.852,10.02,5
6.31,0.474,0.099,1.61,0.13,10.3,43.3,0.997,3.21,0.685,8.95,4
13.02,0.7,0.43,1.46,0.046,24.2,88.4,0.9983,3.22,0.55,10.7,5
8.83,0.463,0.043,2.1,0.106,0.6,45.7,0.998,3.19,0.689,11.08,5
9.0,0.364,0.442,1.53,0.092,26.2,67.3,0.9973,3.44,0.541,11.49,6
12.46,0.516,0.471,0.62,0.071,23.6,49.9,0.9959,3.3,0.558,11.32,6
9.02,0.43,0.525,2.52,0.083,31.8,67.1,0.9977,3.22,0.694,10.75,6
10.87,0.668,0.644,3.18,0.101,26.3,29.2,0.9942,3.43,0.849,9.91,6
9.06,0.548,0.172,3.98,0.078,30.9,31.6,0.9963,3.45,0.674,9.67,5
5.95,0.556,0.13,0.78,0.121,24.6,43.3,0.9965,3.58,0.641,10.73,5
7.58,0.797,0.391,3.3,0.055,13.0,60.5,0.9942,3.22,0.561,8.9,4
11.61,0.292,0.393,3.82,0.045,15.8,62.8,0.9951,3.54,0.858,10.84,7
8.53,0.548,0.296,2.68,0.109,26.3,48.2,0.9973,3.15,0.718,10.32,5
9.38,0.556,0.241,3.33,0.151,9.6,50.9,1.0005,3.19,0.41,10.03,5
6.34,0.465,0.158,2.27,0.14,7.3,26.6,0.9997,3.35,0.504,11.12,4
8.32,0.699,0.0,0.07,0.011,0.3,28.2,0.9986,3.32,0.681,11.8,6
8.17,0.23,0.551,2.35,0.15,0.8,19.3,0.9972,3.6,0.474,12.43,6
10.41,0.408,0.274,2.61,0.13,16.2,47.8,0.9941,3.23,0.633,9.94,5
9.47,0.376,0.231,0.82,0.12,10.0,54.1,0.9991,3.23,0.131,11.12,6
6.63,0.529,0.0,2.86,0.115,4.3,16.2,0.9966,3.54,0.716,8.69,4
10.74,0.439,0.327,3.68,0.025,21.2,41.5,1.0015,3.41,0.651,10.38,5
7.28,0.384,0.153,3.61,0.098,0.5,24.8,0.9927,3.39,0.399,11.13,6
9.49,0.501,0.0,3.47,0.069,18.8,37.1,0.9984,3.15,0.542,11.48,5
8.57,0.443,0.0,1.33,0.105,2.7,42.2,0.9983,3.12,1.035,11.63,5
9.88,0.486,0.03,1.49,0.147,16.3,39.0,0.9983,3.36,0.613,8.74,5
10.47,0.352,0.177,3.39,0.011,0.8,37.2,0.9945,3.29,0.683,10.52,6
5.57,0.411,0.225,3.27,0.084,8.6,64.4,0.9971,3.38,0.772,11.87,6
6.43,0.256,0.259,2.4,0.085,7.9,43.9,0.9982,3.21,0.387,9.99,6
8.14,0.363,0.105,2.76,0.008,24.0,66.1,0.9967,3.27,0.804,8.99,6
8.29,0.584,0.482,3.72,0.109,38.5,71.7,0.9995,3.43,1.012,9.86,6
7.11,0.792,0.504,1.61,0.172,38.3,94.1,0.9993,3.38,0.92,11.34,4
8.4,0.386,0.208,3.88,0.12,9.2,25.7,0.9964,3.35,0.754,8.5,4
8.73,0.214,0.165,1.14,0.083,19.8,43.6,0.998,3.17,0.705,10.82,5
8.68,0.877,0.0,1.85,0.108,10.2,45.1,0.9969,3.21,0.596,9.12,3
8.75,0.407,0.215,2.16,0.093,7.8,21.6,0.9925,3.29,0.556,10.05,5
8.61,0.564,0.0,4.21,0.1,13.0,13.6,0.999,3.03,0.707,11.87,6
9.62,0.517,0.231,2.23,0.039,4.9,33.9,0.9944,3.41,0.349,11.54,5
7.94,0.619,0.132,1.22,0.02,13.5,30.2,0.9986,3.24,0.735,10.24,4
6.59,0.506,0.373,2.67,0.072,22.8,56.1,0.9962,3.55,0.568,12.13,6
10.02,0.482,0.401,2.61,0.051,7.3,30.7,0.9968,3.07,0.451,11.13,5
9.77,0.965,0.021,0.54,0.134,20.2,48.0,0.9956,3.15,0.592,10.43,5
10.32,0.105,0.206,3.55,0.184,31.5,74.7,0.9972,3.33,0.727,9.76,6
11.01,0.423,0.044,3.1,0.153,35.7,60.9,0.9933,3.13,0.558,10.55,6
9.76,0.725,0.642,2.59,0.026,11.7,49.0,0.9937,3.28,0.702,9.9,5
8.09,0.346,0.391,3.29,0.146,7.7,31.4,0.9973,3.35,0.638,10.22,5
8.05,0.942,0.069,3.57,0.042,23.3,41.9,0.9957,3.04,0.694,10.5,4
4.68,1.007,0.257,2.03,0.076,11.5,36.2,0.9976,3.45,0.7,11.54,5
6.63,0.485,0.403,1.31,0.102,12.6,40.6,0.999,3.35,0.687,10.02,5
6.82,0.73,0.431,6.53,0.024,17.9,26.7,0.9954,3.52,0.571,11.13,6
5.38,0.458,0.365,3.86,0.088,9.9,33.0,0.9934,3.28,0.585,11.06,6
11.47,0.673,0.376,3.52,0.079,3.8,13.2,0.997,3.16,1.054,10.23,5
7.07,0.632,0.393,6.4,0.041,23.5,50.7,0.9986,3.39,0.649,10.52,5
8.5,0.456,0.38,2.42,0.079,21.3,52.0,0.9954,2.91,1.055,11.17,6
8.25,0.615,0.366,5.08,0.081,8.8,44.1,0.9995,3.29,0.711,10.57,6
8.26,0.334,0.127,2.15,0.107,31.0,59.1,0.9991,3.46,0.828,11.18,5
9.8,0.443,0.377,2.33,0.065,26.0,49.0,0.9984,3.37,0.745,9.19,5
7.51,0.637,0.278,2.76,0.115,6.0,15.4,0.9987,3.45,1.085,11.61,5
7.11,0.794,0.164,0.29,0.062,6.6,54.7,0.9942,3.18,0.408,9.96,4
9.22,0.438,0.349,1.87,0.068,10.4,35.9,0.9944,3.31,0.823,9.55,5
7.59,0.393,0.552,1.83,0.074,9.5,42.3,0.9972,3.49,0.569,10.75,5
5.09,0.506,0.385,2.75,0.039,20.1,45.5,0.9974,3.44,0.488,9.76,5
7.65,0.541,0.0,3.23,0.062,19.1,41.2,0.9984,3.48,0.736,8.5,5
8.38,0.509,0.027,2.14,0.051,20.0,43.8,0.9934,3.32,0.48,11.14,6
6.87,0.622,0.352,2.94,0.051,10.6,35.6,0.9934,3.13,0.323,10.41,4
9.17,0.563,0.372,0.66,0.142,5.9,31.9,0.9946,2.96,0.797,9.95,4
8.6,0.517,0.284,0.03,0.046,1.3,37.5,0.9947,3.31,0.405,12.71,5
8.52,0.361,0.386,2.72,0.062,12.0,70.7,0.9985,3.28,0.801,9.11,5
5.51,0.405,0.064,1.84,0.08,5.7,36.5,0.9938,3.21,0.704,10.34,4
8.7,0.615,0.31,3.32,0.106,21.0,71.6,0.9958,3.11,0.647,10.97,4
8.27,0.473,0.219,2.33,0.001,17.8,63.6,0.9984,3.08,0.408,8.5,5
11.16,0.645,0.0,3.14,0.006,11.8,65.1,0.9971,3.2,0.44,11.23,5
7.7,0.588,0.0,2.03,0.12,37.0,59.4,0.9915,3.4,0.536,10.64,5
9.39,0.631,0.307,0.26,0.082,17.4,80.0,0.9966,3.13,0.906,9.95,6
8.92,0.439,0.35,3.13,0.091,10.1,50.4,0.9955,3.3,0.908,9.95,6
8.76,0.92,0.475,0.03,0.069,2.2,28.6,0.9986,3.53,0.537,12.02,5
9.42,0.929,0.203,3.26,0.122,16.8,57.1,0.9963,3.34,0.774,12.27,5
8.71,0.343,0.307,0.04,0.028,34.5,63.1,0.9971,3.31,0.813,9.41,5
5.85,0.132,0.257,3.61,0.005,1.5,55.2,0.9987,3.1,0.437,9.8,5
9.04,0.596,0.0,4.12,0.087,13.1,48.1,0.998,3.4,0.654,10.26,4
9.56,0.683,0.196,2.27,0.13,30.0,63.5,0.9988,3.27,0.657,9.92,4
9.92,0.748,0.344,1.69,0.116,20.3,28.2,0.9963,3.33,1.105,10.22,5
6.25,0.691,0.0,0.53,0.049,4.2,39.9,0.9979,3.43,0.813,10.07,4
7.78,0.468,0.278,4.42,0.007,35.0,35.2,0.9968,3.29,0.494,9.43,5
10.92,0.66,0.509,2.08,0.122,25.0,40.5,0.9942,3.31,0.765,9.92,5
11.12,0.741,0.113,3.62,0.07,1.7,16.1,0.9961,3.51,0.391,12.24,6
10.23,0.558,0.169,2.04,0.033,7.2,46.7,0.9957,3.28,0.387,10.37,6
9.28,0.294,0.296,0.28,0.132,28.8,51.6,1.0011,3.19,0.825,10.15,6
5.86,0.815,0.0,0.8,0.018,35.0,71.4,0.9964,3.34,0.541,11.93,5
8.74,0.429,0.412,2.34,0.115,22.8,43.2,0.9971,3.32,0.723,11.41,6
8.12,0.405,0.219,3.99,0.015,16.5,65.7,0.998,3.51,0.352,11.14,6
9.89,0.17,0.468,2.33,0.058,31.5,89.2,0.9975,3.49,0.412,10.15,6
9.52,0.32,0.035,2.59,0.134,27.7,107.1,0.9969,2.96,0.444,10.01,4
7.65,0.669,0.117,3.17,0.144,9.9,38.8,0.9981,3.35,0.867,11.17,6
11.1,0.406,0.371,3.12,0.092,7.1,21.4,0.9948,3.32,0.831,8.97,5
9.1,0.612,0.229,4.04,0.053,13.9,36.7,0.9957,3.31,0.141,11.13,5
6.67,0.35,0.111,3.39,0.089,15.3,57.2,0.9958,3.27,0.57,10.94,6
8.02,0.513,0.507,1.91,0.074,19.5,53.8,0.9955,3.18,0.701,10.67,5
6.77,0.571,0.606,2.32,0.02,2.6,36.0,0.9972,3.51,0.551,9.32,5
5.63,0.595,0.051,3.29,0.091,26.8,68.5,0.9955,3.28,0.696,9.41,5
8.67,0.368,0.33,2.38,0.104,27.8,44.9,1.0021,3.32,0.525,10.45,5
7.36,0.854,0.072,0.41,0.07,22.7,47.2,0.9992,3.07,0.74,10.71,6
9.68,0.395,0.607,2.29,0.102,12.0,46.0,0.998,3.18,0.657,10.94,5
9.51,0.223,0.0,0.19,0.022,9.6,58.3,0.9936,3.18,0.814,13.71,8
11.2,0.581,0.371,1.53,0.043,0.9,39.4,0.9962,3.28,0.624,9.36,4
6.93,0.704,0.241,3.68,0.084,28.4,37.5,0.9927,3.49,0.331,10.76,5
6.36,0.521,0.143,0.73,0.071,27.4,38.0,0.9944,3.45,0.523,9.51,5
7.76,0.171,0.192,3.86,0.116,10.3,45.9,0.9956,3.35,0.654,10.68,6
11.33,0.302,0.337,0.14,0.107,14.6,34.2,0.9977,3.36,0.631,12.61,6
7.1,0.437,0.402,1.05,0.094,19.8,19.9,0.9968,3.23,0.674,8.56,6
8.24,0.558,0.133,2.72,0.054,15.4,38.3,0.9964,3.37,0.553,9.24,5
10.92,0.378,0.029,4.0,0.174,27.9,71.5,0.9956,3.42,0.698,8.61,4
9.67,0.614,0.432,4.68,0.107,14.1,24.1,0.9993,3.4,0.732,9.33,5
9.57,0.293,0.225,3.01,0.084,12.7,34.0,0.9987,3.47,0.687,11.4,7
7.0,0.789,0.106,2.54,0.144,12.6,43.3,0.9964,3.46,0.621,9.25,5
7.55,0.253,0.582,2.17,0.14,11.1,25.0,0.9966,3.31,0.696,8.5,4
8.17,0.396,0.368,0.47,0.056,13.4,27.1,0.9991,3.39,0.861,11.63,6
5.96,0.374,0.594,1.65,0.124,28.7,37.8,0.9958,3.46,0.493,11.41,6
8.08,0.394,0.535,1.26,0.1,5.6,29.8,0.9977,3.42,0.835,12.52,6
10.42,0.706,0.124,2.34,0.083,20.3,61.2,0.9996,3.47,0.716,11.05,5
5.97,0.328,0.443,1.9,0.079,14.9,29.2,0.9997,3.5,0.565,9.6,5
11.43,0.254,0.219,3.48,0.001,7.1,46.5,0.9945,3.31,0.634,9.97,5
8.81,0.153,0.135,1.36,0.123,19.0,45.6,0.999,3.04,0.485,9.44,5
9.27,0.74,0.299,3.21,0.098,16.2,51.6,0.9954,3.26,0.681,11.62,4
9.56,0.507,0.111,2.2,0.079,18.4,24.9,0.9957,3.36,0.801,9.98,5
6.65,0.517,0.158,2.09,0.069,11.8,42.9,0.9967,3.29,1.209,8.5,5
6.76,0.79,0.535,1.07,0.012,15.3,36.7,0.9981,3.05,0.385,11.76,5
8.56,0.488,0.331,3.75,0.069,5.7,42.9,0.9965,3.28,0.774,9.56,6
8.89,0.304,0.0,4.66,0.129,1.9,30.8,0.9993,3.05,0.539,11.35,6
6.92,0.322,0.103,5.57,0.049,25.2,70.0,0.9972,3.25,0.477,11.48,7
8.49,0.425,0.555,2.32,0.135,19.8,42.8,0.9978,3.13,0.693,12.4,6
10.23,0.754,0.311,4.43,0.126,10.4,33.2,0.9974,3.25,0.666,10.6,4
5.72,0.54,0.529,0.93,0.128,26.9,54.1,0.997,3.31,0.725,9.74,4
10.11,0.366,0.564,1.94,0.08,10.1,55.1,0.9959,3.2,0.616,12.79,7
11.48,0.541,0.382,3.57,0.118,5.9,56.4,0.9964,3.27,0.533,9.6,4
9.14,0.384,0.038,2.14,0.085,19.4,44.1,0.997,3.13,0.834,10.49,6
7.79,0.503,0.314,2.26,0.102,23.3,74.5,0.996,3.18,0.895,11.41,6
10.96,0.362,0.118,3.26,0.065,4.6,17.5,0.9994,3.38,0.851,9.74,5
9.82,0.45,0.431,2.72,0.068,12.4,33.3,0.9972,3.32,0.413,11.1,4
8.96,0.895,0.298,0.22,0.11,19.5,42.9,0.9978,3.43,0.738,13.25,5
10.78,0.482,0.631,2.55,0.145,7.6,39.6,0.9955,3.23,0.522,9.64,4
10.75,0.651,0.262,3.34,0.102,22.4,70.1,0.997,3.18,0.548,11.16,5
6.51,0.724,0.084,4.59,0.087,2.1,30.9,0.9949,3.52,0.65,10.15,4
9.83,0.522,0.283,0.32,0.022,16.3,32.3,0.9977,3.27,0.493,10.47,5
7.05,0.936,0.15,2.77,0.121,26.4,46.1,0.9961,3.25,0.922,10.77,4
8.92,0.885,0.278,2.67,0.072,0.9,20.7,0.9983,3.1,0.881,9.73,5
7.16,0.293,0.473,3.1,0.074,24.4,53.4,0.9981,3.12,0.902,10.78,6
7.25,0.766,0.68,2.22,0.121,17.2,47.9,0.9934,3.05,0.705,11.64,6
7.57,0.272,0.408,1.38,0.072,8.4,45.7,0.997,3.16,0.483,10.04,5
8.84,0.46,0.132,3.11,0.026,19.1,45.5,0.9973,3.56,0.726,11.81,7
9.56,0.626,0.17,4.24,0.095,3.9,42.9,0.9981,3.37,0.575,10.07,5
9.05,0.362,0.265,3.62,0.134,3.6,22.0,0.9978,3.12,0.744,8.65,3
8.13,0.423,0.162,2.59,0.087,32.2,68.0,0.9977,3.25,0.884,10.12,5
10.32,0.522,0.445,3.04,0.065,20.7,24.3,0.9958,3.3,0.72,9.45,5
9.71,0.63,0.591,4.27,0.058,3.5,59.5,0.9963,3.01,0.489,10.65,5
8.79,0.634,0.0,2.32,0.114,2.8,27.9,0.9952,3.62,0.674,10.86,5
11.8,0.444,0.154,2.23,0.047,8.3,20.4,0.9961,3.23,0.969,10.13,7
9.16,0.562,0.351,0.04,0.129,22.4,64.9,0.9956,3.3,0.591,11.12,5
7.85,0.462,0.163,1.17,0.052,15.9,27.4,0.9962,3.02,0.953,12.96,7
10.86,0.669,0.292,3.84,0.142,7.6,38.7,0.9988,3.16,0.566,10.22,3
8.49,0.354,0.287,5.2,0.124,16.0,42.9,1.0003,3.16,0.883,10.28,6
6.14,0.462,0.083,0.9,0.095,22.7,68.7,0.9959,2.99,0.409,10.11,4
7.74,0.461,0.3,3.53,0.075,25.7,57.3,0.9944,3.14,0.771,10.78,6
9.95,0.549,0.577,2.33,0.178,30.7,39.2,0.9973,3.12,0.919,10.08,6
9.45,0.665,0.097,2.84,0.146,8.3,46.5,0.9942,3.24,1.009,11.19,5
12.47,0.592,0.49,2.53,0.035,3.7,17.9,0.9986,3.92,0.915,11.28,6
6.43,0.59,0.133,2.07,0.068,15.2,48.3,0.9929,3.25,0.77,11.5,4
10.87,0.497,0.0,3.27,0.04,3.5,8.5,0.9984,3.38,0.926,10.75,5
5.21,0.593,0.306,1.92,0.128,9.5,67.0,0.9952,3.53,0.872,9.12,5
6.84,0.293,0.277,2.95,0.078,12.2,41.8,0.9991,3.21,0.582,8.53,5
12.65,0.51,0.0,2.04,0.043,31.1,67.3,0.9972,3.47,0.428,9.7,6
10.56,0.752,0.557,3.63,0.02,10.3,30.5,1.0,3.17,0.567,10.16,3
7.38,0.43,0.104,0.69,0.089,9.3,66.2,0.9956,3.37,0.837,10.07,5
7.22,0.359,0.684,1.36,0.102,19.7,58.8,0.9968,3.42,0.515,10.34,5
8.12,0.404,0.182,1.68,0.092,23.5,51.5,0.9978,3.57,0.913,10.71,5
7.1,0.504,0.545,3.26,0.074,10.0,59.3,0.9961,3.49,0.728,11.31,5
9.28,0.61,0.186,0.55,0.028,14.5,78.0,1.0006,3.34,0.724,9.87,6
8.42,0.706,0.318,5.32,0.15,10.1,26.8,0.9949,3.42,0.522,11.78,5
5.65,0.609,0.0,3.42,0.099,11.5,41.1,0.9956,3.42,0.625,10.17,5
7.71,0.729,0.277,5.43,0.108,15.4,59.5,0.9978,2.9,0.677,9.93,4
6.34,0.766,0.467,4.54,0.106,14.0,46.7,0.9982,3.39,0.511,10.05,5
9.59,0.65,0.0,2.51,0.117,5.3,42.4,0.9968,3.36,1.087,10.58,6
8.22,0.404,0.131,4.29,0.027,30.5,72.5,0.9966,3.48,0.441,9.21,5
6.98,0.7,0.39,2.04,0.138,24.0,41.0,0.9962,3.49,0.748,10.17,5
7.38,0.716,0.296,0.43,0.146,12.2,27.4,0.9963,3.05,0.429,10.99,3
5.12,0.603,0.078,5.11,0.146,16.8,62.0,0.9963,2.97,0.529,10.63,5
9.83,0.855,0.333,1.17,0.145,25.0,44.0,0.9992,3.23,0.346,9.76,3
9.77,0.571,0.354,2.26,0.085,20.5,21.7,1.0017,3.3,0.845,10.56,5
7.63,0.671,0.02,4.18,0.148,10.2,37.4,0.9963,3.51,0.706,12.13,5
8.63,0.425,0.419,2.13,0.069,3.8,55.4,0.9962,3.31,0.685,10.5,5
6.68,0.55,0.347,2.59,0.13,31.1,54.1,0.9946,3.34,0.75,8.85,5
7.6,0.578,0.232,0.78,0.048,17.4,51.2,0.9946,3.38,0.901,10.64,5
8.07,0.489,0.386,2.7,0.117,13.3,62.8,0.9978,3.36,0.574,12.31,6
8.0,0.724,0.172,2.18,0.122,26.6,43.9,0.9976,3.37,0.698,9.85,4
10.3,0.501,0.42,1.99,0.124,32.2,81.8,0.9963,3.4,0.952,11.75,6
9.93,0.642,0.356,1.16,0.141,17.4,43.4,0.9943,3.22,0.708,10.87,6
7.03,0.659,0.721,0.78,0.084,13.1,37.9,0.998,3.38,0.502,10.69,5
5.19,0.574,0.541,1.02,0.115,6.9,36.3,0.9955,3.27,0.854,8.5,5
9.4,0.438,0.0,2.77,0.078,18.4,57.5,0.9969,3.17,0.685,10.38,5
11.87,0.553,0.326,1.88,0.109,9.9,53.8,0.9985,3.22,0.337,10.96,5
7.8,0.689,0.493,1.06,0.052,8.2,38.4,0.9947,3.48,0.716,9.99,5
8.27,0.295,0.164,4.47,0.025,6.0,46.2,0.9973,3.54,0.804,9.94,5
6.98,0.258,0.091,5.32,0.116,18.4,40.2,0.9941,3.27,0.897,10.27,6
10.9,0.448,0.282,1.8,0.103,17.4,49.4,0.996,3.27,0.599,8.5,4
7.24,0.583,0.286,5.05,0.084,26.5,68.9,0.9977,3.29,0.628,8.5,4
7.65,0.617,0.0,2.67,0.035,14.1,40.0,0.9961,3.23,0.602,11.26,4
7.28,0.699,0.423,3.73,0.052,12.7,56.8,0.9969,3.2,0.57,10.97,5
8.3,0.395,0.135,2.65,0.105,30.8,55.6,0.9956,3.41,0.676,8.53,4
5.04,0.706,0.492,3.9,0.131,27.2,57.0,0.9965,3.61,0.868,10.44,5
9.15,0.681,0.596,2.13,0.096,12.3,36.8,0.994,3.5,0.566,10.82,5
10.56,0.1,0.399,2.18,0.073,11.9,57.7,0.996,3.24,0.106,12.07,5
7.77,0.368,0.224,1.05,0.066,0.7,55.9,0.9972,3.19,0.675,8.85,5
8.16,0.589,0.088,2.65,0.1,7.3,25.3,0.9978,3.43,0.844,11.56,6
7.6,0.453,0.08,0.81,0.073,9.8,17.3,1.0014,3.57,0.704,10.76,5
8.13,0.868,0.48,0.57,0.065,18.4,86.7,0.9934,3.29,0.357,12.27,6
7.41,0.1,0.401,1.62,0.081,32.6,83.2,0.9958,3.28,0.533,11.07,7
8.38,0.457,0.53,1.6,0.055,10.0,56.4,0.9977,3.19,0.969,9.94,5
